id,second_annotator_comment,annotation,aspect_available_without_judgement,text,model,few_shot_condtion,split
8adf784a-5dec-4bc3-a084-b8cc3707cc53,,"('PRICE', 'NEGATIVE', 'Essen')
",,"Das Essen ist zu teuer, für die Qualität.",Llama70B,fixed,2
3bdc4067-b0ea-4f63-9b02-110ac1f30dfd,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war wirklich sehr gut.,Llama70B,fixed,2
7eb57d24-28de-4421-b10f-041259e8c89f,,"('SERVICE', 'POSITIVE', 'Service')
('FOOD', 'POSITIVE', 'Küche')
",,"Nicht nur der Service ist sehr gut, sondern auch die Qualität der Küche.",Llama70B,fixed,2
2dfb8c18-48a5-4e57-b528-8ec46f14fe04,,"('FOOD', 'NEGATIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,Das Essen ist sehr schlecht und die Preise sind überhöht.,Llama70B,fixed,2
fd7d3d0a-ff24-4022-9a04-3227d6460cf6,,,,"Wenn man sich nach dem Essen nicht mehr auf den Weg machen möchte, dann ist das schon mal ein gutes Zeichen.",Llama70B,fixed,2
a8dd5264-b409-4e21-8f45-e257e6b6583a,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind aber auch nicht unbedingt günstig.,Llama70B,fixed,2
fee45d64-240f-47a6-aad6-a4f12cb436ab,,"('FOOD', 'NEGATIVE', 'Küche')
('AMBIENCE', 'POSITIVE', 'Platz')
",,"Ein schöner Platz, aber leider keine gute Küche.",Llama70B,fixed,2
ddb48857-9b3b-44ec-86d9-67c1dcd9daf8,,"('SERVICE', 'NEGATIVE', 'Service')
('FOOD', 'POSITIVE', 'Essen')
",,"Sehr schlechter Service, aber sehr gutes Essen.",Llama70B,fixed,2
3996c25a-0a61-4607-9375-e71546e42d77,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Wir kommen gerne in die RESTAURANT_NAME, da wir dort immer wieder eine angenehme, entspannte Atmosphäre vorfinden.",Llama70B,fixed,2
0f0ce29d-107e-4e0e-9eca-d7323ccefa98,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind auch sehr fair.,Llama70B,fixed,2
590e8adb-79e2-4db4-931f-cb077e4cffad,,"('SERVICE', 'POSITIVE', 'Service')
",,Besonders gut gefiel uns der sehr freundliche und kompetente Service.,Llama70B,fixed,2
3c3f78aa-ac02-4095-95b1-eec20e0039ec,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen gerne wieder!,Llama70B,fixed,2
1883b56f-d82b-4f1e-80a0-eaf38498c9fa,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war freundlich und hilfsbereit.,Llama70B,fixed,2
15c46c2c-a07f-49f1-a0ee-cb47758f5d5e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Wir kommen seit Jahren in die RESTAURANT_NAME: immer wieder gut.,Llama70B,fixed,2
a385e52c-4a8e-4d00-ac84-7d1163cc4142,,"('PRICE', 'NEUTRAL', 'Preis')
",,Mit dem Preis ist es auch ok.,Llama70B,fixed,2
f43b3346-e4ed-4b01-85cd-aedda0a6a00a,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
('SERVICE', 'NEGATIVE', 'Kellner')
",,"Bei dieser Atmosphäre ist es nicht weiter verwunderlich, dass die Kellner auch so unfreundlich und schlecht gelaunt sind.",Llama70B,fixed,2
525073f5-e85f-43ce-bdcd-40bb44f8de76,,"('SERVICE', 'NEGATIVE', 'Bedienung')
('PRICE', 'NEUTRAL', 'Preise')
",,"Die Bedienung war sehr langsam und unfreundlich, die Preise sind allerdings ok.",Llama70B,fixed,2
5efabe8a-497b-4c1c-bf07-427bfb037864,,,,"Nur zu empfehlen, wenn man sich ein Denkmal der DDR anschauen möchte.",Llama70B,fixed,2
ee2ae378-f9cb-4efe-97f7-ae0fdfd0f2f1,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Alles in allem ein okayer Abend, aber nichts Besonderes.",Llama70B,fixed,2
7b7918e8-d78d-404f-b847-0d4d55642d3c,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Das Erlebnis war nicht schlecht, aber auch nicht besonders gut.",Llama70B,fixed,2
ef46f33d-8c0b-47a2-8f3e-4ba2be6ecf78,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Preise')
",,"Das Essen war lecker, die Preise sind für die Qualität aber sehr gut.",Llama70B,fixed,2
be2f65a2-77ff-465b-b1b3-42fdcac925a0,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung ist sehr langsam.,Llama70B,fixed,2
fb9f7b86-db51-4dba-a082-85d0bec7ff73,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind aber auch sehr hoch.,Llama70B,fixed,2
488d0963-200e-4ac9-975a-61221aed5398,,"('SERVICE', 'POSITIVE', 'Personal')
('GENERAL-IMPRESSION', 'POSITIVE', 'Location')
",,"Sehr schöne Location, sehr freundliches Personal.",Llama70B,fixed,2
0b992e90-8ab1-42e4-b70a-4dacd3ef5f42,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Die Bedienung ist leider nicht so gut, wie man es gewohnt ist.",Llama70B,fixed,2
549ce603-848d-46e2-9232-a22d04b326cb,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Zum ersten Mal waren wir im RESTAURANT_NAME und waren sehr zufrieden.,Llama70B,fixed,2
2216ca99-1adf-42de-89e6-dd77df87c0e0,,"('FOOD', 'NEGATIVE', 'Essens')
",,Wir waren sehr enttäuscht von der Qualität des Essens.,Llama70B,fixed,2
09a21058-2eb1-4f37-9f17-41743d33cb42,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Wir hatten unsere Bestellung bereits im Voraus per Email übermittelt, aber die Bedienung war zu beschäftigt um sich darum zu kümmern.",Llama70B,fixed,2
c7a91114-ba69-4779-a0d8-11e713044e5c,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('FOOD', 'CONFLICT', 'Gericht')
",,"Alles in allem ein guter Abend mit einem Gericht, das nicht so wie erwartet war, aber dennoch gut schmeckte und Preisen die sich sehen lassen.",Llama70B,fixed,2
e1d5f6d7-5819-4621-bcb4-56e96eba3f89,,"('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')
",,"Wenn man es sich leisten kann, dann ist das Preis-Leistungsverhältnis wirklich gut.",Llama70B,fixed,2
f2d68d08-d84d-4bb2-8735-8360defed207,,"('FOOD', 'NEUTRAL', 'Essen')
",,Das Essen war eher mittelmäßig.,Llama70B,fixed,2
ac299956-50a1-498d-b579-02627379f75e,,"('PRICE', 'NEGATIVE', 'Preisschock')
",,Ein Preisschock erwartet den Gast.,Llama70B,fixed,2
83924a15-d8c4-4e66-84ae-77a345e3f99f,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Alles in allem eine sehr enttäuschende Erfahrung.,Llama70B,fixed,2
21c9d310-909b-466c-b1d7-20a60c811a9e,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'food')
",,Nice Ambiente and nice food.,Llama70B,fixed,2
82d4beec-ab76-45c3-93cf-f4fe86f9ae68,,"('PRICE', 'NEUTRAL', 'Preisniveau')
",,Das Preisniveau ist in Ordnung.,Llama70B,fixed,2
12c57bf3-6ad6-4f2e-8f50-5e4014d6af60,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen ist sehr gut.,Llama70B,fixed,2
49c195c1-7fed-4d8d-b5f5-f5b0b885bf2a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir waren mit Freunden zum ersten Mal hier und kommen wieder!,Llama70B,fixed,2
5142d94b-d3e7-420f-8bdd-66818c029019,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Wir kommen gerne wieder in die RESTAURANT_NAME.,Llama70B,fixed,2
9b7a216b-5193-4c8f-8be5-6bcadca195a3,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Ein sehr gemütliches Ambiente.,Llama70B,fixed,2
45d47241-9de2-403d-95a2-01d8f0cc3113,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen wieder!,Llama70B,fixed,2
71a2bfda-e5d5-4f27-ae39-32192be4c7ee,,"('PRICE', 'NEGATIVE', 'Preise')
",,Einige Preise sind auf den ersten Blick etwas hoch.,Llama70B,fixed,2
bdbaae75-df99-4e01-80ec-aac2e2f10547,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Preis/Leistungsverhältnis')
",,Das Essen ist sehr lecker und auch das Preis/Leistungsverhältnis stimmt.,Llama70B,fixed,2
a5778d7e-d3c6-408d-9794-07aadd5b5be3,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Preis')
",,"Das Essen war lecker, aber es war auch ein guter Preis dafür.",Llama70B,fixed,2
1b895571-cd18-4f5c-9ba8-e99ec33341d4,,"('FOOD', 'NEUTRAL', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
",,"Das Essen war eher durchwachsen, der Service auch nicht wirklich super.",Llama70B,fixed,2
2668e8d0-0f5b-418b-8682-c2986a974949,,"('PRICE', 'NEGATIVE', 'Preis-Leistungsverhältnis')
",,Das Preis-Leistungsverhältnis ist schlecht.,Llama70B,fixed,2
80e607b8-103f-439a-bb57-6c3163b05b99,,"('PRICE', 'POSITIVE', 'Preise')
('FOOD', 'NEGATIVE', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Preise waren vernünftig, Essen war nicht so gut und Ambiente ein bisschen laut.",Llama70B,fixed,3
8f013ae7-0081-4ad9-bad7-292c69bc96fb,,"('SERVICE', 'POSITIVE', 'Service')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Ein super Service, schnelle Bedienung und sehr freundlich.",Llama70B,fixed,3
44ac7c32-83f5-4f5a-89e2-0c6ca10a44f0,,"('FOOD', 'NEUTRAL', 'Käsestarter')
",,"Wir hatten zuerst ein Käsestarter, der war eher mäßig.",Llama70B,fixed,3
726defa7-5955-44a5-8683-7edcd71ba0cf,,"('PRICE', 'POSITIVE', 'Preis')
",,Zum Preis war alles sehr gut.,Llama70B,fixed,3
9bb03822-b8e3-4cba-a0e8-507d5b48710c,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich.,Llama70B,fixed,3
0a32753b-d510-4b5a-8af7-a6ac4db6892a,,"('SERVICE', 'POSITIVE', 'Bedienung')
('PRICE', 'NEGATIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Getränke')
",,"Nur die Bedienung war sehr freundlich, der Preis aber für das Essen und die Getränke viel zu hoch.",Llama70B,fixed,3
57498844-d539-4366-bcc2-eac4e3138b3f,,"('SERVICE', 'NEGATIVE', 'Kellner')
",,Kellner war nicht sehr freundlich und wirkt überfordert.,Llama70B,fixed,3
6b3f0b98-583c-4356-aa3a-4401a5ad59e1,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"Bedienung war sehr schnell und freundlich, aber es fehlte an Atmosphäre.",Llama70B,fixed,3
e940f85e-79c9-4800-9c47-a8b21d3b3b0f,,"('FOOD', 'POSITIVE', 'Tortellini mit Gnocchi')
",,"Wir hatten die Tortellini mit Gnocchi und das war wirklich lecker, ich bin sehr zufrieden damit.",Llama70B,fixed,3
315a3feb-063c-443f-a52e-12af762ab4ce,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist gut.,Llama70B,fixed,3
10f8a593-166b-44b5-9e26-2e6d06116f76,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'Lokal')
",,Mit gemischten Gefühlen verabschieden wir uns von diesem Lokal.,Llama70B,fixed,3
e1821fcb-3663-4324-a910-b8cb0b05e09c,,"('PRICE', 'POSITIVE', 'Preis/Leistung')
",,Preis/Leistung stimmt.,Llama70B,fixed,3
8206a272-1dc7-4878-a2fd-643ce06510a0,,"('FOOD', 'POSITIVE', 'Fischsalat')
",,"Ein besonderes Highlight ist der Fischsalat, den wir nicht mehr auslassen können.",Llama70B,fixed,3
b7ba3135-332e-4d1d-969d-50700f3b1568,,"('AMBIENCE', 'NEGATIVE', 'Musik')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Die Musik war ein wenig laut, aber das Ambiente war schön.",Llama70B,fixed,3
8d1dc574-e1b3-41ff-873f-c0ce9b2ab77d,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war nicht mein Geschmack.,Llama70B,fixed,3
69275894-131a-4a08-bd39-20bb150daa08,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal ist sehr freundlich und zuvorkommend.,Llama70B,fixed,3
8fef8792-b32d-4394-8e9c-eaec3b35eb18,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Wir waren zum ersten Mal im Restaurant und werden nicht wieder kommen.,Llama70B,fixed,3
5ef174e9-d7d5-44ec-809a-1becb5353d38,,"('FOOD', 'NEUTRAL', 'Essen')
",,"Das Essen war okay, aber nichts Besonderes.",Llama70B,fixed,3
fdd78c3c-8a08-4835-81da-94f8426d4b95,,"('FOOD', 'NEGATIVE', 'Tafelspitz')
('FOOD', 'POSITIVE', 'Kalbsnieren')
",,"Die Kalbsnieren waren schön, aber das Tafelspitz war zu fettig.",Llama70B,fixed,3
10d2a2e2-cb5e-4333-be59-9354c51c1e4d,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
('PRICE', 'POSITIVE', 'Preis')
",,"Das Essen war lecker, der Service sehr freundlich und der Preis gerecht.",Llama70B,fixed,3
eae80929-0643-4e80-89c2-7fa48d76f978,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'RESTAURANT_NAME')
",,"Wir waren schon öfter im ""RESTAURANT_NAME"", aber dieses Mal hatten wir ein schlechtes Erlebnis.",Llama70B,fixed,3
d36e1221-00ef-4784-8c5d-4a96c2a99163,,"('FOOD', 'NEUTRAL', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"Essen war okay, Atmosphäre nicht so gut.",Llama70B,fixed,3
798d6713-4b4b-4254-9cf8-e070e0d82e90,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Essen')
",,Das Ambiente ist sehr schön und das Essen auch.,Llama70B,fixed,3
81ca779b-d9b1-497a-9e06-9d057d5d90f5,,"('SERVICE', 'POSITIVE', 'Kellner')
",,Unser Kellner war sehr nett und hilfsbereit.,Llama70B,fixed,3
401f7d4e-f02c-43c6-bc6f-af55de483705,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,Ein wenig zu laut für uns.,Llama70B,fixed,3
33c7c893-c013-47f8-bb98-ac8ac25eeeaa,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war ausgezeichnet.,Llama70B,fixed,3
99d4a3ca-7118-4a51-ae3a-76f7712d0875,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preis')
",,"Das Essen war gut, aber der Preis war ein bisschen hoch.",Llama70B,fixed,3
b45b87e6-10ff-4443-ab9e-606703f226b9,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Die Atmosphäre war durch die vielen Kinder im Lokal auch etwas laut.,Llama70B,fixed,3
04466418-bdb6-4aa9-b882-d96c025dca9a,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Ambiente war eher einfach, aber sehr gemütlich.",Llama70B,fixed,3
ddaa8f6d-e511-4e19-be81-bb0f42c4a528,,,,"Wir kamen mit Freunden, die uns das Lokal empfohlen hatten.",Llama70B,fixed,3
5a0c7813-9bd5-4bd4-90ba-3a4b4cd8d44a,,"('PRICE', 'NEUTRAL', 'Preis/Leistungsverhältnis')
",,Das Preis/Leistungsverhältnis ist aber in Ordnung.,Llama70B,fixed,3
fd2982cc-96a9-4839-8a63-21c72ae1fe71,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('SERVICE', 'NEUTRAL', 'Service')
",✅,"Wir haben uns gut aufgehoben, Service war ok, Preise entsprachen dem Angebot.",Llama70B,fixed,3
0cc3a1d4-4ae5-487a-a2a6-b048f75d43f7,,"('FOOD', 'POSITIVE', 'Essen')
",,"Essen war sehr lecker, Empfehlung.",Llama70B,fixed,3
5753819d-ecb4-4d05-9f7e-587b581b0fd9,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Alles in allem eine Top Erfahrung mit einem sehr gemütlichen und freundlichen Ambiente.,Llama70B,fixed,3
cb19218e-ab13-4878-9cb6-a5d91019c3c9,,"('SERVICE', 'CONFLICT', 'Personal')
",,"Das Personal war freundlich, aber etwas zu langsam.",Llama70B,fixed,3
47cadbf3-dab7-45be-bc71-0edc5bac281c,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Das Essen war lecker, aber die Bedienung war langsam.",Llama70B,fixed,3
d74281d0-e430-4a7f-b3e5-53bf2042561c,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('AMBIENCE', 'POSITIVE', 'Restaurant')
('PRICE', 'POSITIVE', 'Preis / Leistung')
",✅,"Ein Restaurant mit Gemütlichkeit und einem sehr freundlichen Preis / Leistung, das wir gerne wieder besuchen werden.",Llama70B,fixed,3
ddea0bb6-c206-442a-8ef4-257bc0e04b82,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEUTRAL', 'Preis')
",,"Der Preis war okay, aber dafür die Qualität mangelhaft.",Llama70B,fixed,3
34e5c867-1bf1-49c8-a91d-96912da5a148,,"('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'NEUTRAL', 'Service')
('AMBIENCE', 'NEUTRAL', 'Ambiente')
",,"Das Essen war leider nicht so gut, der Service und das Ambiente war auch nur mäßig.",Llama70B,fixed,3
90e42f0d-125a-4c42-89d0-fd354a2daeb4,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist gemütlich.,Llama70B,fixed,3
e425dbdb-256c-4bec-b1b7-6767d9fc2382,,"('PRICE', 'POSITIVE', 'Preis / Leistung')
",,Ein guter Preis / Leistung Faktor.,Llama70B,fixed,3
e0170dc7-7696-4c47-bed4-ce28f87d4335,,"('PRICE', 'POSITIVE', 'Preise')
",,Tolle Preise.,Llama70B,fixed,3
0201e385-ff21-4a58-a6da-40a6d8da76d8,,"('AMBIENCE', 'POSITIVE', 'Lage')
('SERVICE', 'NEGATIVE', 'Personal')
",,"Lage ist top, das Personal aber sehr schlecht.",Llama70B,fixed,3
119b3ca5-1cb1-4b00-aff7-327b483ef432,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich.,Llama70B,fixed,3
4df46dfc-a921-418e-b2b6-eef9494ec66e,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Sehr freundliche und zuvorkommende Bedienung, schönes Ambiente",Llama70B,fixed,3
64520204-1551-4087-a8e2-67147e81cb15,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir waren mit der Leistung sehr zufrieden.,Llama70B,fixed,3
f728199e-4f1b-4b0e-a2d2-c692f71b1d56,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Essen')
",,"Das Ambiente, die gute Bedienung und das Essen haben uns sehr gut gefallen.",Llama70B,fixed,3
9c982813-57bf-4603-a7d1-36ebc5070274,,"('PRICE', 'POSITIVE', 'Preis/Leistung Verhältnis')
",,"Sehr gutes Preis/Leistung Verhältnis, aber leider keine WLAN und auch kein Handyempfang.",Llama70B,fixed,3
449673a3-2fb3-4165-9593-0e9ecbbaaf39,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war sehr lecker.,Llama70B,fixed,3
ae7ab98d-0f80-4945-8ac9-4b0ea4951b29,,"('FOOD', 'NEGATIVE', 'Pizza')
",,Die Pizza war nicht gut.,Llama70B,fixed,3
683e1dc5-0bfa-4ece-8c6c-61e6bd2742e7,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Service')
('FOOD', 'POSITIVE', 'Küche')
",,"Ein sehr schönes Ambiente, freundlicher Service, leckere Küche.",Llama70B,fixed,3
5bb32c83-9f45-4107-83e4-6e86998d0b89,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'Preis/Leistung')
",,"Preis/Leistung stimmt nicht, Gesamteindruck ist eher negativ.",Llama70B,fixed,3
74819f8c-2681-4a3f-a2e3-1be314108846,,"('PRICE', 'NEGATIVE', 'Preise')
",,Aber die Preise sind hoch.,Llama70B,fixed,3
9b197660-f215-4068-ad22-01c273646626,,"('PRICE', 'NEUTRAL', 'Preise')
",,"Die Preise sind ok, aber nicht unbedingt günstig.",Llama70B,fixed,3
83137567-0ac4-42ff-a2c5-5b5d9c8cf99d,,"('FOOD', 'POSITIVE', 'Essen')
",,"Auf jeden Fall ein Essen, das man ausprobieren sollte.",Llama70B,fixed,3
e32d6b83-2d5a-44e6-a048-04648b1c6f7d,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"Die Atmosphäre war nicht so, wie ich mir das vorgestellt hatte.",Llama70B,fixed,3
0c9344ff-2335-4c6f-a5d3-a3bd88173de1,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Essen')
",,"Das Ambiente, die Bedienung und das Essen waren allesamt sehr gut.",Llama70B,fixed,3
4d64c547-7b9a-40b0-934f-e29bda95852d,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind höher als im Wirtshaus in LOC.,Llama70B,fixed,3
cf45c64c-4530-4012-9d40-2a249b741e2a,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Wir hatten uns für die Klima und den Service entschieden, aber die Atmosphäre war trotzdem gut.",Llama70B,fixed,3
ccbca339-a905-4e30-b499-a30aaa3b0391,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Personal')
",,Das Essen war lecker und das Personal sehr freundlich.,Llama70B,fixed,3
30861c8a-072c-44df-b285-27af732cd19b,,,✅,"Wir waren in der letzten Woche das erste Mal im ""RESTAURANT_NAME"".",Llama70B,fixed,3
e920b4da-0cd1-4029-975c-f828046a7037,,"('FOOD', 'POSITIVE', 'Essen')
",,Essen war lecker.,Llama70B,fixed,3
f89402f6-12bf-4f2e-a3b1-7c20cf3961b2,,"('PRICE', 'NEGATIVE', 'Preis/Leistung')
",,Der Preis/Leistung war aber nicht gerechtfertigt.,Llama70B,fixed,3
8d5696e0-0cf7-47e5-80dc-926dc209d7a7,,"('PRICE', 'NEUTRAL', 'Preis/Leistung Verhältnis')
",,Das Preis/Leistung Verhältnis ist ausreichend.,Llama70B,fixed,3
d87fb1e6-1d81-40b0-bf45-93f2e73da316,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Alles in allem ein toller Abend.,Llama70B,fixed,3
76773e9d-e631-456b-91c1-7f3f1e5b8587,,"('FOOD', 'NEGATIVE', 'Fisch-Platte')
('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'CONFLICT', 'Rindertartar')
",,"Die Fisch-Platte war etwas zu fettig, die Bedienung sehr freundlich und schnell, das Rindertartar lecker, aber zu klein.",Llama70B,fixed,3
9a592b9e-90ca-4a15-a702-665c54ffe563,,"('FOOD', 'NEGATIVE', 'NULL')
",,Hat nicht ganz so gut geschmeckt.,Llama70B,fixed,3
6ae05d4b-7eb3-44bd-816e-6655718711a7,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Hatte ich mir nicht so vorgestellt.,Llama70B,fixed,3
f678c33f-a74b-4bc3-bdfc-08a4c165853d,,"('FOOD', 'POSITIVE', 'Essen')
",,Essen war sehr lecker.,Llama70B,fixed,3
7476d96f-81ef-48d4-972f-5004e7474bcf,,"('FOOD', 'NEGATIVE', 'Hähnchenbrust')
",,Die Hähnchenbrust war leider etwas trocken.,Llama70B,fixed,3
14d604aa-c1b6-4c1a-80ca-d260a84e14f2,,"('FOOD', 'NEUTRAL', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Essen war okay, Atmosphäre sehr angenehm.",Llama70B,fixed,3
c238bc4d-1291-41e7-bdfe-92dbe79ea936,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Sehr unfreundliches und unprofessionelles Personal.,Llama70B,fixed,3
8927f773-2dc1-47cf-85b9-02c351a9165a,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war eher schwach.,Llama70B,fixed,3
b2ca2166-ebab-48d4-ae71-9a234a229118,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war freundlich und zuvorkommend.,Llama70B,fixed,3
89b07da6-6406-40fe-9c78-26096a7fcbd2,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('PRICE', 'POSITIVE', 'Preise')
('FOOD', 'POSITIVE', 'Auswahl')
",,"Eine schöne Atmosphäre, super Preise und eine ausreichende Auswahl.",Llama70B,fixed,3
5d42807a-6a0f-4a0d-a131-0daf7f473bfd,,"('PRICE', 'POSITIVE', 'Preise')
",,Gute Preise.,Llama70B,fixed,3
79470322-8afe-4b68-b0c3-4c37748a1b43,,"('PRICE', 'POSITIVE', 'Preis/Leistung')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Preis/Leistung stimmt, Ambiente nicht so gut.",Llama70B,fixed,3
236023d1-4842-4305-9d89-99f253007d0d,,,✅,Wir hatten uns für die Hausmannskost entschieden.,Llama70B,fixed,3
9b18d4b6-434d-4dd8-928e-9206ba4b7862,,"('SERVICE', 'NEUTRAL', 'Bedienung')
('PRICE', 'POSITIVE', 'Preis/Leistung')
",,"Bedienung war in Ordnung, Preis/Leistung stimmt.",Llama70B,fixed,3
0ff1f697-25fd-4333-86eb-0bc9e182b0ab,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist sehr schön.,Llama70B,fixed,3
8788da8d-8978-41b8-b859-631b29b44821,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre war sehr gemütlich und entspannt.,Llama70B,fixed,3
59b937ea-8d4e-4020-91bc-4d755ebfa485,,"('SERVICE', 'NEGATIVE', 'Service')
",,"Und der Service, schade.",Llama70B,fixed,3
af8d64b8-8435-4190-8936-5c402c01fd5b,,"('SERVICE', 'POSITIVE', 'Personal')
",,Sehr freundliches und hilfsbereites Personal.,Llama70B,fixed,3
43d084c8-7335-45aa-83ee-90565f87bfb3,,,✅,Für das Preisniveau muss man sich etwas mehr Zeit nehmen.,Llama70B,fixed,3
e9a3b81c-8fab-4c9d-a2b8-7fb21c1a7604,,"('FOOD', 'NEGATIVE', 'Küche')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
('SERVICE', 'NEUTRAL', 'Bedienung')
",,"Die Küche war nicht gut, das Ambiente war schlecht und die Bedienung war ok.",Llama70B,fixed,3
