"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
316,100.0,29553843,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:49:42.106210Z","random","b611fee9-f56f-4926-b6ee-765048424c4c","[{""end"":39,""text"":""Restaurant"",""start"":29,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.927,"GPT-3",2,"Ich war von meinem Besuch im Restaurant enttäuscht.","2024-01-20T08:49:42.106228Z"
317,100.0,29501495,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:13:17.248781Z","random","f31f88b1-48e1-4f8f-8b7a-1b7a000c461f","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",3.351,"GPT-3",2,"Das Restaurant hat ein durchschnittliches Ambiente.","2024-01-19T12:13:17.248798Z"
318,100.0,29500969,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:02:21.011123Z","random","5576848d-d4c9-43d2-ae89-d0dd572441a3","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.221,"GPT-3",2,"Das Essen war ausgezeichnet.","2024-01-19T12:02:21.011144Z"
319,100.0,29553845,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:49:47.157714Z","random","6661b1ce-1acb-4922-bade-ff2e2cfda20e","[{""end"":33,""text"":""Restaurant"",""start"":23,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.261,"GPT-3",2,"Absolut enttäuschendes Restaurant.","2024-01-20T08:49:47.157734Z"
320,100.0,29500639,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:56:57.069277Z","random","bf4ee502-5355-4a42-902d-d8cd10966099","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":45,""text"":""Preise"",""start"":39,""labels"":[""PRICE-POSITIVE""]}]","",26.665,"GPT-3",2,"Der Service war enttäuschend, aber die Preise waren angemessen.","2024-01-19T11:56:57.069293Z"
321,100.0,29553850,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:00.022056Z","random","851bd2c1-29f7-425f-ad7b-aa5ff8568118","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":43,""text"":""Atmosphäre"",""start"":33,""labels"":[""AMBIENCE-NEGATIVE""]}]","",12.008,"GPT-3",2,"Das Essen war köstlich, aber die Atmosphäre war nicht so gemütlich.","2024-01-20T08:50:00.022071Z"
322,100.0,29501288,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:09:06.040786Z","random","003ecd02-cb3b-4fff-a6f4-60f3446aee7f","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",5.561,"GPT-3",2,"Die Atmosphäre war sehr laut und ungemütlich.","2024-01-19T12:09:06.040802Z"
323,100.0,29500393,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:53:31.329374Z","random","ab9582a1-958f-4f58-aa33-60239ddb8d66","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":43,""text"":""Service"",""start"":36,""labels"":[""SERVICE-NEUTRAL""]}]","",9.145,"GPT-3",2,"Das Essen war sehr lecker, aber der Service war durchschnittlich.","2024-01-19T11:53:31.329396Z"
324,100.0,29553854,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:13.907342Z","random","012474ca-a669-41c2-bcf7-647b1051e77b","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",13.067,"GPT-3",2,"Das Restaurant hat uns enttäuscht und wir werden nicht wiederkommen.","2024-01-20T08:50:13.907359Z"
325,100.0,29553858,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:22.213420Z","random","8eba4465-6235-4da2-b05e-c40b10601c96","[{""end"":24,""text"":""Restaurant"",""start"":14,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",7.558,"GPT-3",2,"Der Besuch im Restaurant war rundum gelungen.","2024-01-20T08:50:22.213439Z"
326,100.0,29553860,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:28.682762Z","random","6b3e1760-e321-48f6-96dc-eaa728b215b8","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.553,"GPT-3",2,"Das Restaurant war sehr laut und überfüllt.","2024-01-20T08:50:28.682783Z"
327,100.0,29553862,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:35.163635Z","random","c59afa42-be31-427f-ae70-c59d4a7be82a","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",5.584,"GPT-3",2,"Die Atmosphäre war in Ordnung.","2024-01-20T08:50:35.163651Z"
328,100.0,29553869,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:50:59.072052Z","random","8035a737-9b2c-45c4-a53b-b0607b5b75a4","[{""end"":44,""text"":""Atmosphäre"",""start"":34,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":55,""text"":""Essen"",""start"":50,""labels"":[""FOOD-NEUTRAL""]},{""end"":83,""text"":""Service"",""start"":76,""labels"":[""SERVICE-NEGATIVE""]}]","",23.018,"GPT-3",2,"Das Restaurant hat eine angenehme Atmosphäre, das Essen war in Ordnung, der Service könnte jedoch verbessert werden.","2024-01-20T08:50:59.072071Z"
329,100.0,29553878,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:51:26.244282Z","random","329ed9b8-593d-4c25-9b54-143b678596cd","[{""end"":42,""text"":""Bedienung"",""start"":33,""labels"":[""SERVICE-POSITIVE""]}]","",26.341,"GPT-3",2,"Sehr freundliche und aufmerksame Bedienung.","2024-01-20T08:51:26.244299Z"
330,100.0,29499409,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:33.678616Z","random","fa960e7f-3ed8-4f65-a45f-4ea7e24acbed","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.361,"GPT-3",2,"Die Preise sind angemessen.","2024-01-19T11:39:33.678643Z"
331,100.0,29553884,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:51:47.465123Z","random","40797eb1-85b4-4210-8e69-1e9b81251cf9","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":49,""text"":""Service"",""start"":42,""labels"":[""SERVICE-NEUTRAL""]}]","",20.385,"GPT-3",2,"Das Essen ist zwar etwas teurer, aber der Service ist in Ordnung.","2024-01-20T08:51:47.465151Z"
332,100.0,29553135,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:04:16.515500Z","random","de6fa5bb-cd96-4ac2-92ba-37525b4293c2","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]},{""end"":44,""text"":""Service"",""start"":37,""labels"":[""SERVICE-NEUTRAL""]},{""end"":78,""text"":""Ambiente"",""start"":70,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":121,""text"":""Musik"",""start"":116,""labels"":[""AMBIENCE-POSITIVE""]}]","",16.118,"GPT-3",2,"Das Restaurant war enttäuschend, der Service war in Ordnung, aber das Ambiente war ungemütlich und laut, obwohl die Musik angenehm war.","2024-01-20T08:04:16.515518Z"
333,100.0,29553891,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:52:03.063617Z","random","2d205fdf-85a9-45a5-b32b-be9c18bebfdb","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",14.619,"GPT-3",2,"Das Essen ist zwar nicht billig, aber die Qualität rechtfertigt den Preis.","2024-01-20T08:52:03.063667Z"
334,100.0,29500759,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:58:35.287107Z","random","0120e0f2-c0aa-434f-9adc-1002ff7e5bb8","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",4.252,"GPT-3",2,"Das Essen war wirklich lecker.","2024-01-19T11:58:35.287125Z"
335,100.0,29499415,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:35.858287Z","random","ef82549f-0ce7-4894-a778-f8d332ceabae","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.387,"GPT-3",2,"Die Preise sind angemessen.","2024-01-19T11:39:35.858305Z"
336,100.0,29500233,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:51:13.638419Z","random","131b58c0-1c05-4c48-bdba-877113c34f2e","","[{""end"":24,""text"":""nichts"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",2.293,"GPT-3",2,"Es war okay, aber nichts Besonderes.","2024-01-19T11:51:13.638441Z"
337,100.0,29553898,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:52:24.444315Z","random","67b8b245-0189-4f3f-b6dd-21e41da5bc2a","[{""end"":56,""text"":""Essens"",""start"":50,""labels"":[""PRICE-NEGATIVE""]}]","",20.557,"GPT-3",2,"Die Preise sind viel zu hoch für die Qualität des Essens.","2024-01-20T08:52:24.444335Z"
338,100.0,29499602,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:42:06.744831Z","random","b2b210e1-da33-4349-975f-3e6fdfbb6c96","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.15,"GPT-3",2,"Der Service war in Ordnung.","2024-01-19T11:42:06.744847Z"
339,100.0,29500879,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:00:21.584435Z","random","34d4c064-8cff-4763-959b-813be827f516","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",4.006,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-19T12:00:21.584455Z"
340,100.0,29553901,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:52:33.220292Z","random","fac24d40-8e00-40a1-b484-a8f73ab5bb8c","[{""end"":55,""text"":""Restaurant"",""start"":45,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",7.974,"GPT-3",2,"Ich hatte einen sehr enttäuschenden Abend im Restaurant.","2024-01-20T08:52:33.220310Z"
341,100.0,29500761,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:58:38.107220Z","random","d55a6dc1-ead9-4b74-b9c0-662fa38dddcf","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.86,"GPT-3",2,"Das Essen war wirklich lecker.","2024-01-19T11:58:38.107241Z"
342,100.0,29553905,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:52:42.948872Z","random","750b8441-0750-4a66-bcac-d9ccefedc187","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",8.887,"GPT-3",2,"Das Restaurant hinterließ bei mir einen neutralen Eindruck.","2024-01-20T08:52:42.948890Z"
343,100.0,29500884,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:00:25.643089Z","random","bc316a45-d4a9-4cb2-ba60-b07580f9dc0c","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",3.227,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-19T12:00:25.643108Z"
344,100.0,29499605,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:42:09.078807Z","random","00d07346-5daa-44b4-9b21-07e1ab1eaf48","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.563,"GPT-3",2,"Der Service war in Ordnung.","2024-01-19T11:42:09.078828Z"
345,100.0,29553908,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:52:50.373474Z","random","ac3b0ac2-bd31-4df0-82c0-7744fc7ddc20","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Preise"",""start"":33,""labels"":[""PRICE-NEGATIVE""]}]","",6.618,"GPT-3",2,"Das Essen war zwar gut, aber die Preise waren etwas zu hoch.","2024-01-20T08:52:50.373490Z"
346,100.0,29501401,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:11:14.821437Z","random","946113d7-9e01-4cdb-8f74-6a550d184f7b","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",17.191,"GPT-3",2,"Das Personal war sehr unfreundlich und unprofessionell.","2024-01-19T12:11:14.821458Z"
347,100.0,29500034,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:48:31.717938Z","random","9d006f35-4074-45b2-93b7-8304b206d345","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",3.953,"GPT-3",2,"Das Essen war in Ordnung.","2024-01-19T11:48:31.717956Z"
348,100.0,29553922,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:53:19.271550Z","random","f98599c9-b513-49ff-b449-20793029f22b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",28.098,"GPT-3",2,"Das Essen war sein Geld wert.","2024-01-20T08:53:19.271565Z"
349,100.0,29499804,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:45:18.283446Z","random","f61b0ba0-7f30-42cc-8c6f-e49693b328ef","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.478,"GPT-3",2,"Das Essen war köstlich.","2024-01-19T11:45:18.283466Z"
350,100.0,29553933,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:53:43.743040Z","random","c5e774ad-d92c-4352-9d20-7f809d64967d","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":37,""text"":""Essen"",""start"":32,""labels"":[""FOOD-POSITIVE""]},{""end"":64,""text"":""Preis"",""start"":59,""labels"":[""PRICE-POSITIVE""]}]","",23.612,"GPT-3",2,"Das Ambiente war okay, aber das Essen war sehr gut und der Preis angemessen.","2024-01-20T08:53:43.743059Z"
351,100.0,29553948,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:54:14.269172Z","random","834b5742-ac33-4c14-9e27-e2ae9071410c","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","[{""end"":80,""text"":""okay"",""start"":76,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",29.671,"GPT-3",2,"Das Ambiente war nicht besonders ansprechend, aber insgesamt war der Besuch okay.","2024-01-20T08:54:14.269188Z"
352,100.0,29501171,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:06:30.378693Z","random","4317d2cf-8f19-43b6-bb5e-a51b1391e92f","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",2.021,"GPT-3",2,"Das Personal war sehr freundlich und aufmerksam.","2024-01-19T12:06:30.378712Z"
353,100.0,29553952,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:54:27.866335Z","random","ae9bdf37-3fa0-4d33-9e22-2d8a669bdc73","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","[{""end"":81,""text"":""Gesamterfahrung"",""start"":66,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",12.762,"GPT-3",2,"Das Personal war sehr freundlich und zuvorkommend, jedoch war die Gesamterfahrung eher durchschnittlich.","2024-01-20T08:54:27.866364Z"
354,100.0,29553957,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:54:34.666723Z","random","c8fb3367-f57d-4051-9464-d9b39599c508","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",5.968,"GPT-3",2,"Das Essen war viel zu teuer.","2024-01-20T08:54:34.666742Z"
355,100.0,29500889,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:00:31.604556Z","random","8a40d538-4aa7-4fc1-91b9-b95d86169a4f","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",5.053,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-19T12:00:31.604572Z"
356,100.0,29553960,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:54:41.750176Z","random","54f9c9a2-3e13-49d6-aac3-8a758bcf8007","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",6.312,"GPT-3",2,"Das Essen war okay, aber nichts Besonderes.","2024-01-20T08:54:41.750196Z"
357,100.0,29500705,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:57:56.236959Z","random","18b5cc95-ce09-461e-85ff-44ec375a447a","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",8.585,"GPT-3",2,"Der Service war sehr aufmerksam und freundlich.","2024-01-19T11:57:56.236980Z"
358,100.0,29499807,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:45:20.676625Z","random","e5d82624-785d-4211-a340-20a0fd354351","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.5,"GPT-3",2,"Das Essen war köstlich.","2024-01-19T11:45:20.676641Z"
359,100.0,29553968,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:54:54.116142Z","random","32d79a45-f753-4c87-a49c-5579b53bab53","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",11.565,"GPT-3",2,"Die Preise sind durchschnittlich.","2024-01-20T08:54:54.116161Z"
360,100.0,29500237,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:51:16.551535Z","random","1cfbb942-4214-44c5-9d2e-e0b21a38287a","","[{""end"":24,""text"":""nichts"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",1.957,"GPT-3",3,"Es war okay, aber nichts Besonderes.","2024-01-19T11:51:16.551552Z"
361,100.0,29553139,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:04:29.400050Z","random","fbe1c6e8-6d49-42be-9a93-a034badb9a14","[{""end"":46,""text"":""Service"",""start"":39,""labels"":[""SERVICE-NEGATIVE""]},{""end"":107,""text"":""Restaurants"",""start"":96,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","[{""end"":33,""text"":""Besuch"",""start"":27,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",12.043,"GPT-3",3,"Ein absolut enttäuschender Besuch, der Service war katastrophal und auch der Gesamteindruck des Restaurants war sehr negativ.","2024-01-20T08:04:29.400070Z"
362,100.0,29553974,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:04.461181Z","random","73268b96-0cb1-4c5d-bff3-834db833b558","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":40,""text"":""Service"",""start"":33,""labels"":[""SERVICE-NEUTRAL""]}]","",9.446,"GPT-3",3,"Das Essen war zwar gut, aber der Service war nur durchschnittlich.","2024-01-20T08:55:04.461198Z"
363,100.0,29553141,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:04:34.435815Z","random","43b6bd61-0b4a-4674-a693-b158897e411a","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",4.229,"GPT-3",3,"Der Service war enttäuschend.","2024-01-20T08:04:34.435833Z"
364,100.0,29553979,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:14.799151Z","random","3ee499e6-fcc3-41c1-a78f-a43308d27f0e","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",9.549,"GPT-3",3,"Das Personal war sehr aufmerksam und zuvorkommend.","2024-01-20T08:55:14.799168Z"
365,100.0,29500474,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:54:44.664344Z","random","a2bb23f8-d965-4332-94c9-637baac27029","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",4.872,"GPT-3",3,"Das Restaurant hat uns enttäuscht.","2024-01-19T11:54:44.664363Z"
366,100.0,29500484,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:54:51.477752Z","random","b7ae2bec-95ca-4ba6-b181-7e18be73b176","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.85,"GPT-3",3,"Das Restaurant hat uns enttäuscht.","2024-01-19T11:54:51.477769Z"
367,100.0,29500641,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:57:02.091601Z","random","1ffb29b0-ac61-4368-8751-d5539c410d83","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",4.121,"GPT-3",3,"Die Preise waren angemessen.","2024-01-19T11:57:02.091622Z"
368,100.0,29499417,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:38.190508Z","random","fc81da91-9b15-41c2-883c-65979d4532d7","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.362,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:39:38.190527Z"
369,100.0,29499878,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:46:32.787140Z","random","fd859333-a331-4285-8772-d7bc2e3b926c","","[{""end"":11,""text"":""okay"",""start"":7,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",3.493,"GPT-3",3,"Es war okay.","2024-01-19T11:46:32.787158Z"
370,100.0,29553984,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:22.488594Z","random","05b50f80-1fc7-41b4-8e00-ba320b04a3af","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":44,""text"":""Kellner"",""start"":37,""labels"":[""SERVICE-POSITIVE""]}]","",6.907,"GPT-3",3,"Der Service war in Ordnung, aber der Kellner war besonders freundlich.","2024-01-20T08:55:22.488609Z"
371,100.0,29553989,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:28.253358Z","random","c7229264-8774-4bb8-abef-3896e6219fdb","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",4.887,"GPT-3",3,"Das Personal war sehr aufmerksam und zuvorkommend.","2024-01-20T08:55:28.253373Z"
372,100.0,29553993,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:38.360656Z","random","0474e588-39f4-4f11-b13e-5f5730eb73f1","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":48,""text"":""Essen"",""start"":43,""labels"":[""FOOD-NEUTRAL""]}]","",9.324,"GPT-3",3,"Das Ambiente war nicht besonders, aber das Essen war okay.","2024-01-20T08:55:38.360673Z"
373,100.0,29499420,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:39:40.511534Z","random","ceb297e0-d87d-4b6f-8553-4bd0ceaab410","","",1.493,"GPT-3",3,"Die Preise sind angemessen.","2024-01-19T11:39:40.511562Z"
374,100.0,29553999,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:48.165044Z","random","6c35767d-71b3-4e0a-a872-2c92f5821aef","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":48,""text"":""Essen"",""start"":43,""labels"":[""FOOD-POSITIVE""]}]","",9.0,"GPT-3",3,"Der Service war leider nicht gut, aber das Essen war sehr lecker.","2024-01-20T08:55:48.165062Z"
375,100.0,29554003,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:55:57.285309Z","random","0e82a1dc-f2a3-42e6-83c5-cb046528bd0a","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",8.211,"GPT-3",3,"Das Service war ausgezeichnet.","2024-01-20T08:55:57.285331Z"
376,100.0,29554010,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:56:08.401792Z","random","45f5e677-f12a-46ca-9837-1534d6a490f7","[{""end"":39,""text"":""Atmosphäre"",""start"":29,""labels"":[""AMBIENCE-POSITIVE""]}]","",10.34,"GPT-3",3,"Das Restaurant hat eine gute Atmosphäre.","2024-01-20T08:56:08.401808Z"
377,100.0,29501174,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:06:33.202412Z","random","0e94ed58-eeaa-43f2-8da7-86e93d9716ce","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",2.056,"GPT-3",3,"Das Personal war sehr freundlich und aufmerksam.","2024-01-19T12:06:33.202428Z"
378,100.0,29554016,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:56:19.412269Z","random","d5278458-528b-40d1-bb70-274ec3b58217","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":85,""text"":""Restaurant"",""start"":75,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",10.122,"GPT-3",3,"Der Service war leider sehr unfreundlich, aber insgesamt war der Besuch im Restaurant sehr angenehm.","2024-01-20T08:56:19.412290Z"
379,100.0,29554021,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T08:56:30.068214Z","random","e4898062-dba7-4bce-9a0b-97a997b71fbf","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","[{""end"":62,""text"":""ich enttäuscht"",""start"":48,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",9.853,"GPT-3",3,"Die Preise waren angemessen, aber insgesamt war ich enttäuscht.","2024-01-20T08:56:30.068231Z"
380,100.0,29501007,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T12:03:10.382923Z","random","f4d9a5bc-4523-47fc-a4f8-c18a45df2cbe","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",2.497,"GPT-3",3,"Das Restaurant hat eine durchschnittliche Atmosphäre.","2024-01-19T12:03:10.382944Z"
381,100.0,29500403,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-19T11:53:38.874500Z","random","6f5750b3-4a29-4b15-9b28-344d9690ce7d","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",6.731,"GPT-3",3,"Der Service war durchschnittlich.","2024-01-19T11:53:38.874518Z"
